,State,Date,Confirmed,Deaths,Recovered
9762,Nebraska,2020-08-23,31889,378,
9763,Nebraska,2020-08-24,32047,383,
9764,Nebraska,2020-08-25,32348,383,
9765,Nebraska,2020-08-26,32727,386,
9766,Nebraska,2020-08-27,33101,391,
9767,Nebraska,2020-08-28,33436,392,
9768,Nebraska,2020-08-29,33753,392,
9769,Nebraska,2020-08-30,34046,392,
9770,Nebraska,2020-08-31,34287,397,
9771,Nebraska,2020-09-01,34574,399,
9772,Nebraska,2020-09-02,34995,399,
9773,Nebraska,2020-09-03,35469,404,
9774,Nebraska,2020-09-04,35661,404,
9775,Nebraska,2020-09-05,35805,404,
9776,Nebraska,2020-09-06,35886,404,
9777,Nebraska,2020-09-07,35975,404,
9778,Nebraska,2020-09-08,36469,407,
9779,Nebraska,2020-09-09,36917,421,
9780,Nebraska,2020-09-10,37373,430,
9781,Nebraska,2020-09-11,37851,437,
9782,Nebraska,2020-09-12,38120,437,
9783,Nebraska,2020-09-13,38188,434,
9784,Nebraska,2020-09-14,38642,435,
9785,Nebraska,2020-09-15,38970,436,
9786,Nebraska,2020-09-16,39419,439,
9787,Nebraska,2020-09-17,39921,442,
9788,Nebraska,2020-09-18,40387,442,
9789,Nebraska,2020-09-19,40797,442,
9790,Nebraska,2020-09-20,41083,442,
9791,Nebraska,2020-09-21,41388,452,
9792,Nebraska,2020-09-22,41785,461,
9793,Nebraska,2020-09-23,42278,462,
9794,Nebraska,2020-09-24,42731,462,
9795,Nebraska,2020-09-25,43162,468,
9796,Nebraska,2020-09-26,43596,469,
9797,Nebraska,2020-09-27,44063,470,
9798,Nebraska,2020-09-28,44578,472,
9799,Nebraska,2020-09-29,45044,478,
9800,Nebraska,2020-09-30,45564,478,
9801,Nebraska,2020-10-01,46185,493,
9802,Nebraska,2020-10-02,46977,493,
9803,Nebraska,2020-10-03,47403,497,
9804,Nebraska,2020-10-04,47807,501,
9805,Nebraska,2020-10-05,48259,503,
9806,Nebraska,2020-10-06,48757,507,
9807,Nebraska,2020-10-07,49396,507,
9808,Nebraska,2020-10-08,50059,514,
9809,Nebraska,2020-10-09,50059,514,
9810,Nebraska,2020-10-10,51887,519,
9811,Nebraska,2020-10-11,52382,519,
9812,Nebraska,2020-10-12,52839,522,
9813,Nebraska,2020-10-13,53543,527,
9814,Nebraska,2020-10-14,54467,530,
9815,Nebraska,2020-10-15,55428,535,
9816,Nebraska,2020-10-16,56714,547,
9817,Nebraska,2020-10-17,57332,547,
9818,Nebraska,2020-10-18,58068,548,
9819,Nebraska,2020-10-19,58817,554,
9820,Nebraska,2020-10-20,59409,565,
9821,Nebraska,2020-10-21,60308,576,
9822,Nebraska,2020-10-22,61285,587,
9823,Nebraska,2020-10-23,62510,591,
9824,Nebraska,2020-10-24,63215,595,
9825,Nebraska,2020-10-25,63797,596,
9826,Nebraska,2020-10-26,64499,603,
9827,Nebraska,2020-10-27,65376,620,
9828,Nebraska,2020-10-28,66545,628,
9829,Nebraska,2020-10-29,68150,637,
9830,Nebraska,2020-10-30,69645,646,
9831,Nebraska,2020-10-31,70732,652,
9832,Nebraska,2020-11-01,71666,654,
9833,Nebraska,2020-11-02,72620,656,
9834,Nebraska,2020-11-03,74060,660,
9835,Nebraska,2020-11-04,75888,669,
9836,Nebraska,2020-11-05,78012,674,
9837,Nebraska,2020-11-06,80693,701,
9838,Nebraska,2020-11-07,82395,703,
9839,Nebraska,2020-11-08,83969,703,
9840,Nebraska,2020-11-09,85551,710,
9841,Nebraska,2020-11-10,87733,730,
9842,Nebraska,2020-11-11,89942,731,
9843,Nebraska,2020-11-12,92553,756,
9844,Nebraska,2020-11-13,94922,775,
9845,Nebraska,2020-11-14,96834,779,
9846,Nebraska,2020-11-15,98161,779,
9847,Nebraska,2020-11-16,101601,797,
9848,Nebraska,2020-11-17,103805,816,
9849,Nebraska,2020-11-18,106617,826,
9850,Nebraska,2020-11-19,109280,854,
9851,Nebraska,2020-11-20,111661,897,
9852,Nebraska,2020-11-21,113029,905,
9853,Nebraska,2020-11-22,114061,909,
9854,Nebraska,2020-11-23,115921,934,
9855,Nebraska,2020-11-24,115921,934,
9856,Nevada,2020-01-22,0,0,
9857,Nevada,2020-01-23,0,0,
9858,Nevada,2020-01-24,0,0,
9859,Nevada,2020-01-25,0,0,
9860,Nevada,2020-01-26,0,0,
9861,Nevada,2020-01-27,0,0,
9862,Nevada,2020-01-28,0,0,
9863,Nevada,2020-01-29,0,0,
9864,Nevada,2020-01-30,0,0,
9865,Nevada,2020-01-31,0,0,
9866,Nevada,2020-02-01,0,0,
9867,Nevada,2020-02-02,0,0,
9868,Nevada,2020-02-03,0,0,
9869,Nevada,2020-02-04,0,0,
9870,Nevada,2020-02-05,0,0,
9871,Nevada,2020-02-06,0,0,
9872,Nevada,2020-02-07,0,0,
9873,Nevada,2020-02-08,0,0,
9874,Nevada,2020-02-09,0,0,
9875,Nevada,2020-02-10,0,0,
9876,Nevada,2020-02-11,0,0,
9877,Nevada,2020-02-12,0,0,
9878,Nevada,2020-02-13,0,0,
9879,Nevada,2020-02-14,0,0,
9880,Nevada,2020-02-15,0,0,
9881,Nevada,2020-02-16,0,0,
9882,Nevada,2020-02-17,0,0,
9883,Nevada,2020-02-18,0,0,
9884,Nevada,2020-02-19,0,0,
9885,Nevada,2020-02-20,0,0,
9886,Nevada,2020-02-21,0,0,
9887,Nevada,2020-02-22,0,0,
9888,Nevada,2020-02-23,0,0,
9889,Nevada,2020-02-24,0,0,
9890,Nevada,2020-02-25,0,0,
9891,Nevada,2020-02-26,0,0,
9892,Nevada,2020-02-27,0,0,
9893,Nevada,2020-02-28,0,0,
9894,Nevada,2020-02-29,0,0,
9895,Nevada,2020-03-01,0,0,
9896,Nevada,2020-03-02,0,0,
9897,Nevada,2020-03-03,0,0,
9898,Nevada,2020-03-04,0,0,
9899,Nevada,2020-03-05,1,0,
9900,Nevada,2020-03-06,2,0,
9901,Nevada,2020-03-07,2,0,
9902,Nevada,2020-03-08,4,0,
9903,Nevada,2020-03-09,4,0,
9904,Nevada,2020-03-10,4,0,
9905,Nevada,2020-03-11,7,0,
9906,Nevada,2020-03-12,10,0,
9907,Nevada,2020-03-13,18,0,
9908,Nevada,2020-03-14,20,0,
9909,Nevada,2020-03-15,20,0,
9910,Nevada,2020-03-16,45,1,
9911,Nevada,2020-03-17,55,1,
9912,Nevada,2020-03-18,55,1,
9913,Nevada,2020-03-19,95,1,
9914,Nevada,2020-03-20,161,2,
9915,Nevada,2020-03-21,161,2,
9916,Nevada,2020-03-22,190,2,
9917,Nevada,2020-03-23,245,4,
9918,Nevada,2020-03-24,278,4,
9919,Nevada,2020-03-25,323,6,
9920,Nevada,2020-03-26,420,10,
9921,Nevada,2020-03-27,536,10,
9922,Nevada,2020-03-28,626,10,
9923,Nevada,2020-03-29,920,15,
9924,Nevada,2020-03-30,1012,15,
9925,Nevada,2020-03-31,1114,26,
9926,Nevada,2020-04-01,1279,31,
9927,Nevada,2020-04-02,1463,38,
9928,Nevada,2020-04-03,1514,43,
9929,Nevada,2020-04-04,1742,46,
9930,Nevada,2020-04-05,1855,46,
9931,Nevada,2020-04-06,1953,46,
9932,Nevada,2020-04-07,2124,72,
9933,Nevada,2020-04-08,2259,72,
9934,Nevada,2020-04-09,2456,81,
9935,Nevada,2020-04-10,2722,90,
9936,Nevada,2020-04-11,2702,102,
9937,Nevada,2020-04-12,2836,112,
9938,Nevada,2020-04-13,2990,114,
9939,Nevada,2020-04-14,3134,126,
9940,Nevada,2020-04-15,3211,131,
9941,Nevada,2020-04-16,3214,137,
9942,Nevada,2020-04-17,3524,142,
9943,Nevada,2020-04-18,3626,151,
9944,Nevada,2020-04-19,3728,158,
9945,Nevada,2020-04-20,3830,159,
9946,Nevada,2020-04-21,3937,163,
9947,Nevada,2020-04-22,4081,172,
9948,Nevada,2020-04-23,4208,195,
9949,Nevada,2020-04-24,4398,197,
9950,Nevada,2020-04-25,4539,205,
9951,Nevada,2020-04-26,4734,206,
9952,Nevada,2020-04-27,4700,206,
9953,Nevada,2020-04-28,4821,219,
9954,Nevada,2020-04-29,4934,230,
9955,Nevada,2020-04-30,5053,243,
9956,Nevada,2020-05-01,5248,246,
9957,Nevada,2020-05-02,5389,255,
9958,Nevada,2020-05-03,5472,258,
9959,Nevada,2020-05-04,5630,265,
9960,Nevada,2020-05-05,5660,270,
9961,Nevada,2020-05-06,5741,289,
9962,Nevada,2020-05-07,5855,297,
9963,Nevada,2020-05-08,5920,294,
9964,Nevada,2020-05-09,6171,313,
9965,Nevada,2020-05-10,6120,310,
9966,Nevada,2020-05-11,6152,312,
9967,Nevada,2020-05-12,6313,321,
9968,Nevada,2020-05-13,6476,331,
9969,Nevada,2020-05-14,6504,333,
9970,Nevada,2020-05-15,6733,343,
9971,Nevada,2020-05-16,6813,347,
9972,Nevada,2020-05-17,6949,350,
9973,Nevada,2020-05-18,7061,358,
9974,Nevada,2020-05-19,7096,358,
9975,Nevada,2020-05-20,7388,377,
9976,Nevada,2020-05-21,7400,383,
9977,Nevada,2020-05-22,7525,386,
9978,Nevada,2020-05-23,7526,387,
9979,Nevada,2020-05-24,7881,380,
9980,Nevada,2020-05-25,7956,394,
9981,Nevada,2020-05-26,8057,394,
9982,Nevada,2020-05-27,8150,402,
9983,Nevada,2020-05-28,8248,406,
9984,Nevada,2020-05-29,8376,406,
9985,Nevada,2020-05-30,8517,417,
9986,Nevada,2020-05-31,8628,417,
9987,Nevada,2020-06-01,8702,417,
9988,Nevada,2020-06-02,8858,417,
9989,Nevada,2020-06-03,8951,431,
9990,Nevada,2020-06-04,9129,430,
9991,Nevada,2020-06-05,9309,436,
9992,Nevada,2020-06-06,9491,437,
9993,Nevada,2020-06-07,9669,438,
9994,Nevada,2020-06-08,9816,442,
9995,Nevada,2020-06-09,10045,446,
9996,Nevada,2020-06-10,10218,449,
9997,Nevada,2020-06-11,10473,459,
9998,Nevada,2020-06-12,10704,461,
9999,Nevada,2020-06-13,10997,462,
10000,Nevada,2020-06-14,11201,463,
10001,Nevada,2020-06-15,11315,465,
10002,Nevada,2020-06-16,11683,467,
10003,Nevada,2020-06-17,11854,473,
10004,Nevada,2020-06-18,12169,475,
10005,Nevada,2020-06-19,12524,479,
10006,Nevada,2020-06-20,12976,486,
10007,Nevada,2020-06-21,13240,487,
10008,Nevada,2020-06-22,13528,489,
10009,Nevada,2020-06-23,13997,492,
10010,Nevada,2020-06-24,14362,494,
10011,Nevada,2020-06-25,14859,495,
10012,Nevada,2020-06-26,15240,498,
10013,Nevada,2020-06-27,16339,500,
10014,Nevada,2020-06-28,17160,500,
10015,Nevada,2020-06-29,17894,504,
10016,Nevada,2020-06-30,18456,507,
10017,Nevada,2020-07-01,19101,511,
10018,Nevada,2020-07-02,19733,525,
10019,Nevada,2020-07-03,20718,528,
10020,Nevada,2020-07-04,21575,530,
10021,Nevada,2020-07-05,22418,534,
10022,Nevada,2020-07-06,22909,537,
10023,Nevada,2020-07-07,23785,548,
10024,Nevada,2020-07-08,24301,553,
10025,Nevada,2020-07-09,24904,571,
10026,Nevada,2020-07-10,25908,579,
10027,Nevada,2020-07-11,26838,592,
10028,Nevada,2020-07-12,27683,593,
10029,Nevada,2020-07-13,28515,593,
10030,Nevada,2020-07-14,29619,612,
10031,Nevada,2020-07-15,30468,618,
10032,Nevada,2020-07-16,31915,626,
10033,Nevada,2020-07-17,33295,637,
10034,Nevada,2020-07-18,34477,646,
10035,Nevada,2020-07-19,35765,647,
10036,Nevada,2020-07-20,36713,648,
10037,Nevada,2020-07-21,37528,676,
10038,Nevada,2020-07-22,38657,704,
10039,Nevada,2020-07-23,39919,709,
10040,Nevada,2020-07-24,40885,722,
10041,Nevada,2020-07-25,41816,732,
10042,Nevada,2020-07-26,42843,734,
10043,Nevada,2020-07-27,43831,739,
10044,Nevada,2020-07-28,44936,759,
10045,Nevada,2020-07-29,45806,780,
10046,Nevada,2020-07-30,46824,801,
10047,Nevada,2020-07-31,48088,830,
10048,Nevada,2020-08-01,49074,832,
10049,Nevada,2020-08-02,50205,832,
10050,Nevada,2020-08-03,51199,847,
10051,Nevada,2020-08-04,52179,862,
10052,Nevada,2020-08-05,52828,890,
10053,Nevada,2020-08-06,53557,900,
10054,Nevada,2020-08-07,54533,920,
10055,Nevada,2020-08-08,55419,949,
10056,Nevada,2020-08-09,56230,957,
10057,Nevada,2020-08-10,56972,963,
10058,Nevada,2020-08-11,57520,981,
10059,Nevada,2020-08-12,58048,996,
10060,Nevada,2020-08-13,58650,1030,
10061,Nevada,2020-08-14,59749,1045,
10062,Nevada,2020-08-15,60608,1069,
10063,Nevada,2020-08-16,61305,1072,
10064,Nevada,2020-08-17,61967,1077,
10065,Nevada,2020-08-18,62639,1102,
10066,Nevada,2020-08-19,63028,1134,
10067,Nevada,2020-08-20,63584,1172,
10068,Nevada,2020-08-21,64433,1185,
10069,Nevada,2020-08-22,65069,1197,
10070,Nevada,2020-08-23,65601,1197,
10071,Nevada,2020-08-24,66010,1200,
10072,Nevada,2020-08-25,66413,1230,
10073,Nevada,2020-08-26,66666,1250,
10074,Nevada,2020-08-27,67220,1271,
10075,Nevada,2020-08-28,67852,1287,
10076,Nevada,2020-08-29,68461,1302,
10077,Nevada,2020-08-30,68908,1302,
10078,Nevada,2020-08-31,69228,1305,
10079,Nevada,2020-09-01,69633,1313,
10080,Nevada,2020-09-02,69872,1336,
10081,Nevada,2020-09-03,70223,1363,
10082,Nevada,2020-09-04,70712,1375,
10083,Nevada,2020-09-05,71102,1388,
10084,Nevada,2020-09-06,71610,1389,
10085,Nevada,2020-09-07,71967,1393,
10086,Nevada,2020-09-08,72104,1393,
10087,Nevada,2020-09-09,72258,1412,
10088,Nevada,2020-09-10,72546,1429,
10089,Nevada,2020-09-11,72806,1439,
10090,Nevada,2020-09-12,73220,1449,
10091,Nevada,2020-09-13,73537,1452,
10092,Nevada,2020-09-14,73814,1456,
10093,Nevada,2020-09-15,74040,1482,
10094,Nevada,2020-09-16,74248,1494,
10095,Nevada,2020-09-17,74595,1506,
10096,Nevada,2020-09-18,75096,1524,
10097,Nevada,2020-09-19,75419,1528,
10098,Nevada,2020-09-20,75804,1531,
10099,Nevada,2020-09-21,76036,1531,
10100,Nevada,2020-09-22,76298,1546,
10101,Nevada,2020-09-23,76807,1556,
10102,Nevada,2020-09-24,77197,1564,
10103,Nevada,2020-09-25,77753,1573,
10104,Nevada,2020-09-26,78355,1582,
10105,Nevada,2020-09-27,78728,1585,
10106,Nevada,2020-09-28,79191,1585,
10107,Nevada,2020-09-29,79595,1593,
10108,Nevada,2020-09-30,79980,1600,
10109,Nevada,2020-10-01,80410,1603,
10110,Nevada,2020-10-02,81182,1609,
10111,Nevada,2020-10-03,81708,1620,
10112,Nevada,2020-10-04,82100,1623,
10113,Nevada,2020-10-05,82437,1623,
10114,Nevada,2020-10-06,82916,1629,
10115,Nevada,2020-10-07,83347,1636,
10116,Nevada,2020-10-08,83827,1649,
10117,Nevada,2020-10-09,84593,1657,
10118,Nevada,2020-10-10,85399,1659,
10119,Nevada,2020-10-11,85779,1661,
10120,Nevada,2020-10-12,86348,1664,
10121,Nevada,2020-10-13,86835,1674,
10122,Nevada,2020-10-14,87314,1691,
10123,Nevada,2020-10-15,87969,1698,
10124,Nevada,2020-10-16,88685,1707,
10125,Nevada,2020-10-17,89652,1707,
10126,Nevada,2020-10-18,90261,1710,
10127,Nevada,2020-10-19,90843,1712,
10128,Nevada,2020-10-20,91499,1727,
10129,Nevada,2020-10-21,92064,1732,
10130,Nevada,2020-10-22,92853,1736,
10131,Nevada,2020-10-23,93665,1738,
10132,Nevada,2020-10-24,94812,1743,
10133,Nevada,2020-10-25,95703,1748,
10134,Nevada,2020-10-26,96178,1749,
10135,Nevada,2020-10-27,96908,1756,
10136,Nevada,2020-10-28,97479,1766,
10137,Nevada,2020-10-29,98552,1769,
10138,Nevada,2020-10-30,99784,1777,
10139,Nevada,2020-10-31,100761,1777,
10140,Nevada,2020-11-01,101477,1781,
10141,Nevada,2020-11-02,102114,1784,
10142,Nevada,2020-11-03,103025,1807,
10143,Nevada,2020-11-04,104093,1814,
10144,Nevada,2020-11-05,105360,1824,
10145,Nevada,2020-11-06,106922,1845,
10146,Nevada,2020-11-07,108746,1850,
10147,Nevada,2020-11-08,110022,1851,
10148,Nevada,2020-11-09,110982,1852,
10149,Nevada,2020-11-10,112304,1859,
10150,Nevada,2020-11-11,113411,1877,
10151,Nevada,2020-11-12,114880,1880,
10152,Nevada,2020-11-13,116737,1893,
10153,Nevada,2020-11-14,119006,1908,
10154,Nevada,2020-11-15,120183,1909,
10155,Nevada,2020-11-16,122099,1917,
10156,Nevada,2020-11-17,123795,1944,
10157,Nevada,2020-11-18,125459,1947,
10158,Nevada,2020-11-19,127876,1953,
10159,Nevada,2020-11-20,129714,1982,
10160,Nevada,2020-11-21,131733,2011,
10161,Nevada,2020-11-22,133888,2017,
10162,Nevada,2020-11-23,136227,2023,
10163,Nevada,2020-11-24,139098,2047,
10164,New Hampshire,2020-01-22,0,0,
10165,New Hampshire,2020-01-23,0,0,
10166,New Hampshire,2020-01-24,0,0,
10167,New Hampshire,2020-01-25,0,0,
10168,New Hampshire,2020-01-26,0,0,
10169,New Hampshire,2020-01-27,0,0,
10170,New Hampshire,2020-01-28,0,0,
10171,New Hampshire,2020-01-29,0,0,
10172,New Hampshire,2020-01-30,0,0,
10173,New Hampshire,2020-01-31,0,0,
10174,New Hampshire,2020-02-01,0,0,
10175,New Hampshire,2020-02-02,0,0,
10176,New Hampshire,2020-02-03,0,0,
10177,New Hampshire,2020-02-04,0,0,
10178,New Hampshire,2020-02-05,0,0,
10179,New Hampshire,2020-02-06,0,0,
10180,New Hampshire,2020-02-07,0,0,
10181,New Hampshire,2020-02-08,0,0,
10182,New Hampshire,2020-02-09,0,0,
10183,New Hampshire,2020-02-10,0,0,
10184,New Hampshire,2020-02-11,0,0,
10185,New Hampshire,2020-02-12,0,0,
10186,New Hampshire,2020-02-13,0,0,
10187,New Hampshire,2020-02-14,0,0,
10188,New Hampshire,2020-02-15,0,0,
10189,New Hampshire,2020-02-16,0,0,
10190,New Hampshire,2020-02-17,0,0,
10191,New Hampshire,2020-02-18,0,0,
10192,New Hampshire,2020-02-19,0,0,
10193,New Hampshire,2020-02-20,0,0,
10194,New Hampshire,2020-02-21,0,0,
10195,New Hampshire,2020-02-22,0,0,
10196,New Hampshire,2020-02-23,0,0,
10197,New Hampshire,2020-02-24,0,0,
10198,New Hampshire,2020-02-25,0,0,
10199,New Hampshire,2020-02-26,0,0,
10200,New Hampshire,2020-02-27,0,0,
10201,New Hampshire,2020-02-28,0,0,
10202,New Hampshire,2020-02-29,0,0,
10203,New Hampshire,2020-03-01,0,0,
10204,New Hampshire,2020-03-02,1,0,
10205,New Hampshire,2020-03-03,2,0,
10206,New Hampshire,2020-03-04,2,0,
10207,New Hampshire,2020-03-05,2,0,
10208,New Hampshire,2020-03-06,2,0,
10209,New Hampshire,2020-03-07,2,0,
10210,New Hampshire,2020-03-08,4,0,
10211,New Hampshire,2020-03-09,4,0,
10212,New Hampshire,2020-03-10,4,0,
10213,New Hampshire,2020-03-11,5,0,
10214,New Hampshire,2020-03-12,6,0,
10215,New Hampshire,2020-03-13,6,0,
10216,New Hampshire,2020-03-14,7,0,
10217,New Hampshire,2020-03-15,7,0,
10218,New Hampshire,2020-03-16,17,0,
10219,New Hampshire,2020-03-17,26,0,
10220,New Hampshire,2020-03-18,37,0,
10221,New Hampshire,2020-03-19,42,0,
10222,New Hampshire,2020-03-20,53,0,
10223,New Hampshire,2020-03-21,61,0,
10224,New Hampshire,2020-03-22,73,0,
10225,New Hampshire,2020-03-23,101,1,
10226,New Hampshire,2020-03-24,101,1,
10227,New Hampshire,2020-03-25,108,1,
10228,New Hampshire,2020-03-26,137,1,
10229,New Hampshire,2020-03-27,158,1,
10230,New Hampshire,2020-03-28,187,2,
10231,New Hampshire,2020-03-29,214,2,
10232,New Hampshire,2020-03-30,314,3,
10233,New Hampshire,2020-03-31,357,3,
10234,New Hampshire,2020-04-01,367,3,
10235,New Hampshire,2020-04-02,479,3,
10236,New Hampshire,2020-04-03,479,5,
10237,New Hampshire,2020-04-04,540,7,
10238,New Hampshire,2020-04-05,621,9,
10239,New Hampshire,2020-04-06,715,9,
10240,New Hampshire,2020-04-07,715,9,
10241,New Hampshire,2020-04-08,747,13,
10242,New Hampshire,2020-04-09,819,21,
10243,New Hampshire,2020-04-10,819,21,
10244,New Hampshire,2020-04-11,885,22,
10245,New Hampshire,2020-04-12,929,23,
10246,New Hampshire,2020-04-13,985,23,
10247,New Hampshire,2020-04-14,922,25,
10248,New Hampshire,2020-04-15,1139,32,
10249,New Hampshire,2020-04-16,1139,32,
10250,New Hampshire,2020-04-17,1287,37,
10251,New Hampshire,2020-04-18,1342,38,
10252,New Hampshire,2020-04-19,1390,38,
10253,New Hampshire,2020-04-20,1447,42,
10254,New Hampshire,2020-04-21,1490,42,
10255,New Hampshire,2020-04-22,1588,48,
10256,New Hampshire,2020-04-23,1670,51,
10257,New Hampshire,2020-04-24,1720,53,
10258,New Hampshire,2020-04-25,1797,53,
10259,New Hampshire,2020-04-26,1864,60,
10260,New Hampshire,2020-04-27,1938,60,
10261,New Hampshire,2020-04-28,2010,60,
10262,New Hampshire,2020-04-29,2058,60,
10263,New Hampshire,2020-04-30,2146,72,
10264,New Hampshire,2020-05-01,2310,81,
10265,New Hampshire,2020-05-02,2429,84,
10266,New Hampshire,2020-05-03,2518,86,
10267,New Hampshire,2020-05-04,2588,86,
10268,New Hampshire,2020-05-05,2636,92,
10269,New Hampshire,2020-05-06,2741,92,
10270,New Hampshire,2020-05-07,2843,114,
10271,New Hampshire,2020-05-08,2947,121,
10272,New Hampshire,2020-05-09,3011,131,
10273,New Hampshire,2020-05-10,3071,133,
10274,New Hampshire,2020-05-11,3160,133,
10275,New Hampshire,2020-05-12,3239,142,
10276,New Hampshire,2020-05-13,3299,150,
10277,New Hampshire,2020-05-14,3382,151,
10278,New Hampshire,2020-05-15,3453,159,
10279,New Hampshire,2020-05-16,3556,171,
10280,New Hampshire,2020-05-17,3596,172,
10281,New Hampshire,2020-05-18,3652,172,
10282,New Hampshire,2020-05-19,3721,172,
10283,New Hampshire,2020-05-20,3868,190,
10284,New Hampshire,2020-05-21,3935,199,
10285,New Hampshire,2020-05-22,4014,204,
10286,New Hampshire,2020-05-23,4089,208,
10287,New Hampshire,2020-05-24,4149,209,
10288,New Hampshire,2020-05-25,4197,210,
10289,New Hampshire,2020-05-26,4231,214,
10290,New Hampshire,2020-05-27,4286,223,
10291,New Hampshire,2020-05-28,4389,232,
10292,New Hampshire,2020-05-29,4492,238,
10293,New Hampshire,2020-05-30,4492,238,
10294,New Hampshire,2020-05-31,4651,245,
10295,New Hampshire,2020-06-01,4685,245,
10296,New Hampshire,2020-06-02,4749,256,
10297,New Hampshire,2020-06-03,4795,265,
10298,New Hampshire,2020-06-04,4876,273,
10299,New Hampshire,2020-06-05,4953,278,
10300,New Hampshire,2020-06-06,5019,283,
10301,New Hampshire,2020-06-07,5043,286,
10302,New Hampshire,2020-06-08,5079,286,
10303,New Hampshire,2020-06-09,5079,286,
10304,New Hampshire,2020-06-10,5178,301,
10305,New Hampshire,2020-06-11,5209,308,
10306,New Hampshire,2020-06-12,5251,315,
10307,New Hampshire,2020-06-13,5299,318,
10308,New Hampshire,2020-06-14,5318,320,
10309,New Hampshire,2020-06-15,5345,320,
10310,New Hampshire,2020-06-16,5364,326,
10311,New Hampshire,2020-06-17,5436,330,
10312,New Hampshire,2020-06-18,5450,331,
10313,New Hampshire,2020-06-19,5486,337,
10314,New Hampshire,2020-06-20,5518,339,
10315,New Hampshire,2020-06-21,5544,339,
10316,New Hampshire,2020-06-22,5558,339,
10317,New Hampshire,2020-06-23,5571,343,
10318,New Hampshire,2020-06-24,5598,347,
10319,New Hampshire,2020-06-25,5638,357,
10320,New Hampshire,2020-06-26,5671,365,
10321,New Hampshire,2020-06-27,5717,367,
10322,New Hampshire,2020-06-28,5747,367,
10323,New Hampshire,2020-06-29,5760,367,
10324,New Hampshire,2020-06-30,5782,371,
10325,New Hampshire,2020-07-01,5802,373,
10326,New Hampshire,2020-07-02,5822,375,
10327,New Hampshire,2020-07-03,5857,376,
10328,New Hampshire,2020-07-04,5872,379,
10329,New Hampshire,2020-07-05,5897,381,
10330,New Hampshire,2020-07-06,5914,382,
10331,New Hampshire,2020-07-07,5932,384,
10332,New Hampshire,2020-07-08,5952,386,
10333,New Hampshire,2020-07-09,5973,387,
10334,New Hampshire,2020-07-10,5991,390,
10335,New Hampshire,2020-07-11,6024,391,
10336,New Hampshire,2020-07-12,6054,391,
10337,New Hampshire,2020-07-13,6068,391,
10338,New Hampshire,2020-07-14,6091,392,
10339,New Hampshire,2020-07-15,6113,394,
10340,New Hampshire,2020-07-16,6139,395,
10341,New Hampshire,2020-07-17,6165,395,
10342,New Hampshire,2020-07-18,6188,396,
10343,New Hampshire,2020-07-19,6203,398,
10344,New Hampshire,2020-07-20,6249,398,
10345,New Hampshire,2020-07-21,6262,400,
10346,New Hampshire,2020-07-22,6295,402,
10347,New Hampshire,2020-07-23,6318,405,
10348,New Hampshire,2020-07-24,6375,407,
10349,New Hampshire,2020-07-25,6415,409,
10350,New Hampshire,2020-07-26,6436,409,
10351,New Hampshire,2020-07-27,6441,409,
10352,New Hampshire,2020-07-28,6500,409,
10353,New Hampshire,2020-07-29,6513,411,
10354,New Hampshire,2020-07-30,6544,415,
10355,New Hampshire,2020-07-31,6583,415,
10356,New Hampshire,2020-08-01,6614,416,
10357,New Hampshire,2020-08-02,6634,417,
10358,New Hampshire,2020-08-03,6660,417,
10359,New Hampshire,2020-08-04,6693,418,
10360,New Hampshire,2020-08-05,6719,418,
10361,New Hampshire,2020-08-06,6742,419,
10362,New Hampshire,2020-08-07,6779,419,
10363,New Hampshire,2020-08-08,6818,419,
10364,New Hampshire,2020-08-09,6835,419,
10365,New Hampshire,2020-08-10,6840,419,
10366,New Hampshire,2020-08-11,6861,419,
10367,New Hampshire,2020-08-12,6887,420,
10368,New Hampshire,2020-08-13,6921,422,
10369,New Hampshire,2020-08-14,6964,423,
10370,New Hampshire,2020-08-15,6980,423,
10371,New Hampshire,2020-08-16,6988,423,
10372,New Hampshire,2020-08-17,7004,423,
10373,New Hampshire,2020-08-18,7017,424,
10374,New Hampshire,2020-08-19,7036,427,
10375,New Hampshire,2020-08-20,7050,428,
10376,New Hampshire,2020-08-21,7071,428,
10377,New Hampshire,2020-08-22,7094,429,
10378,New Hampshire,2020-08-23,7107,429,
10379,New Hampshire,2020-08-24,7140,429,
10380,New Hampshire,2020-08-25,7156,429,
10381,New Hampshire,2020-08-26,7156,429,
10382,New Hampshire,2020-08-27,7194,431,
10383,New Hampshire,2020-08-28,7216,432,
10384,New Hampshire,2020-08-29,7246,432,
10385,New Hampshire,2020-08-30,7254,432,
10386,New Hampshire,2020-08-31,7275,432,
10387,New Hampshire,2020-09-01,7297,432,
10388,New Hampshire,2020-09-02,7309,432,
10389,New Hampshire,2020-09-03,7347,432,
10390,New Hampshire,2020-09-04,7368,432,
10391,New Hampshire,2020-09-05,7424,432,
10392,New Hampshire,2020-09-06,7447,433,
10393,New Hampshire,2020-09-07,7476,433,
10394,New Hampshire,2020-09-08,7494,433,
10395,New Hampshire,2020-09-09,7494,433,
10396,New Hampshire,2020-09-10,7573,434,
10397,New Hampshire,2020-09-11,7620,434,
10398,New Hampshire,2020-09-12,7652,435,
10399,New Hampshire,2020-09-13,7696,436,
10400,New Hampshire,2020-09-14,7714,436,
10401,New Hampshire,2020-09-15,7750,438,
