State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
West Virginia,2020-01-18,1895,2020-01-11,17681,670051,2.64
West Virginia,2020-01-25,1290,2020-01-18,16745,670051,2.5
West Virginia,2020-02-01,1364,2020-01-25,16905,670051,2.52
West Virginia,2020-02-08,1206,2020-02-01,16588,670051,2.48
West Virginia,2020-02-15,1172,2020-02-08,16856,670051,2.52
West Virginia,2020-02-22,1207,2020-02-15,17355,670051,2.59
West Virginia,2020-02-29,1108,2020-02-22,16797,670051,2.51
West Virginia,2020-03-07,1033,2020-02-29,16110,670051,2.4
West Virginia,2020-03-14,865,2020-03-07,15394,670051,2.3
West Virginia,2020-03-21,3536,2020-03-14,14154,670051,2.11
West Virginia,2020-03-28,14523,2020-03-21,21145,670051,3.16
West Virginia,2020-04-04,14494,2020-03-28,36690,670051,5.48
West Virginia,2020-04-11,14944,2020-04-04,48597,667871,7.28
West Virginia,2020-04-18,46755,2020-04-11,96128,667871,14.39
West Virginia,2020-04-25,29818,2020-04-18,146566,667871,21.95
West Virginia,2020-05-02,13227,2020-04-25,110377,667871,16.53
West Virginia,2020-05-09,6045,2020-05-02,107405,667871,16.08
West Virginia,2020-05-16,5026,2020-05-09,98794,667871,14.79
West Virginia,2020-05-23,4904,2020-05-16,93086,667871,13.94
West Virginia,2020-05-30,4685,2020-05-23,84610,667871,12.67
West Virginia,2020-06-06,4413,2020-05-30,83162,667871,12.45
West Virginia,2020-06-13,4327,2020-06-06,75236,667871,11.27
West Virginia,2020-06-20,3756,2020-06-13,70276,667871,10.52
West Virginia,2020-06-27,3532,2020-06-20,69096,667871,10.35
West Virginia,2020-07-04,3330,2020-06-27,65556,667871,9.82
West Virginia,2020-07-11,4070,2020-07-04,64342,664212,9.69
West Virginia,2020-07-18,3758,2020-07-11,65680,664212,9.89
West Virginia,2020-07-25,3123,2020-07-18,64365,664212,9.69
West Virginia,2020-08-01,2506,2020-07-25,62696,664212,9.44
West Virginia,2020-08-08,1981,2020-08-01,57763,664212,8.7
West Virginia,2020-08-15,2414,2020-08-08,54525,664212,8.21
West Virginia,2020-08-22,2082,2020-08-15,52079,664212,7.84
West Virginia,2020-08-29,2026,2020-08-22,49892,664212,7.51
West Virginia,2020-09-05,2113,2020-08-29,47742,664212,7.19
West Virginia,2020-09-12,1881,2020-09-05,45891,664212,6.91
West Virginia,2020-09-19,2224,2020-09-12,45429,664212,6.84
West Virginia,2020-09-26,1903,2020-09-19,40892,664212,6.16
West Virginia,2020-10-03,1958,2020-09-26,35220,664212,5.3
West Virginia,2020-10-10,2138,2020-10-03,30712,662540,4.64
West Virginia,2020-10-17,1940,2020-10-10,26469,662540,4
West Virginia,2020-10-24,2091,2020-10-17,24485,662540,3.7
West Virginia,2020-10-31,2023,2020-10-24,23054,662540,3.48
Wisconsin,2020-01-04,12854,2019-12-28,49605,2848173,1.74
Wisconsin,2020-01-11,8255,2020-01-04,53305,2851929,1.87
Wisconsin,2020-01-18,6388,2020-01-11,44776,2851929,1.57
Wisconsin,2020-01-25,6134,2020-01-18,44077,2851929,1.55
Wisconsin,2020-02-01,6280,2020-01-25,44425,2851929,1.56
Wisconsin,2020-02-08,6579,2020-02-01,44477,2851929,1.56
Wisconsin,2020-02-15,5808,2020-02-08,44163,2851929,1.55
Wisconsin,2020-02-22,6098,2020-02-15,43996,2851929,1.54
Wisconsin,2020-02-29,5658,2020-02-22,43574,2851929,1.53
Wisconsin,2020-03-07,5052,2020-02-29,42337,2851929,1.48
Wisconsin,2020-03-14,5190,2020-03-07,40738,2851929,1.43
Wisconsin,2020-03-21,51031,2020-03-14,43607,2851929,1.53
Wisconsin,2020-03-28,110934,2020-03-21,99574,2851929,3.49
Wisconsin,2020-04-04,104823,2020-03-28,208387,2851929,7.31
Wisconsin,2020-04-11,70000,2020-04-04,262847,2853837,9.21
Wisconsin,2020-04-18,55883,2020-04-11,299532,2853837,10.5
Wisconsin,2020-04-25,49993,2020-04-18,321063,2853837,11.25
Wisconsin,2020-05-02,37885,2020-04-25,314025,2853837,11
Wisconsin,2020-05-09,38710,2020-05-02,313248,2853837,10.98
Wisconsin,2020-05-16,31287,2020-05-09,308397,2853837,10.81
Wisconsin,2020-05-23,28967,2020-05-16,291677,2853837,10.22
Wisconsin,2020-05-30,24661,2020-05-23,269678,2853837,9.45
Wisconsin,2020-06-06,25047,2020-05-30,255805,2853837,8.96
Wisconsin,2020-06-13,25543,2020-06-06,238528,2853837,8.36
Wisconsin,2020-06-20,25428,2020-06-13,225424,2853837,7.9
Wisconsin,2020-06-27,24925,2020-06-20,222897,2853837,7.81
Wisconsin,2020-07-04,27385,2020-06-27,218553,2853837,7.66
Wisconsin,2020-07-11,29051,2020-07-04,224765,2855007,7.87
Wisconsin,2020-07-18,25129,2020-07-11,218606,2855007,7.66
Wisconsin,2020-07-25,23026,2020-07-18,211944,2855007,7.42
Wisconsin,2020-08-01,19196,2020-07-25,208649,2855007,7.31
Wisconsin,2020-08-08,14257,2020-08-01,180146,2855007,6.31
Wisconsin,2020-08-15,14834,2020-08-08,173270,2855007,6.07
Wisconsin,2020-08-22,13879,2020-08-15,161697,2855007,5.66
Wisconsin,2020-08-29,12457,2020-08-22,150900,2855007,5.29
Wisconsin,2020-09-05,12238,2020-08-29,138621,2855007,4.86
Wisconsin,2020-09-12,11709,2020-09-05,130672,2855007,4.58
Wisconsin,2020-09-19,12178,2020-09-12,128663,2855007,4.51
Wisconsin,2020-09-26,11185,2020-09-19,119104,2855007,4.17
Wisconsin,2020-10-03,11916,2020-09-26,112613,2855007,3.94
Wisconsin,2020-10-10,14971,2020-10-03,110050,2857433,3.85
Wisconsin,2020-10-17,13890,2020-10-10,102729,2857433,3.6
Wisconsin,2020-10-24,13540,2020-10-17,100438,2857433,3.51
Wisconsin,2020-10-31,14874,2020-10-24,98223,2857433,3.44
Wyoming,2020-01-04,662,2019-12-28,3219,267362,1.2
Wyoming,2020-01-11,829,2020-01-04,3302,268518,1.23
Wyoming,2020-01-18,636,2020-01-11,3301,268518,1.23
Wyoming,2020-01-25,531,2020-01-18,3354,268518,1.25
Wyoming,2020-02-01,529,2020-01-25,3475,268518,1.29
Wyoming,2020-02-08,589,2020-02-01,3507,268518,1.31
Wyoming,2020-02-15,598,2020-02-08,3699,268518,1.38
Wyoming,2020-02-22,389,2020-02-15,3611,268518,1.34
Wyoming,2020-02-29,471,2020-02-22,3543,268518,1.32
Wyoming,2020-03-07,534,2020-02-29,3508,268518,1.31
Wyoming,2020-03-14,517,2020-03-07,3375,268518,1.26
Wyoming,2020-03-21,3653,2020-03-14,3197,268518,1.19
Wyoming,2020-03-28,6396,2020-03-21,4519,268518,1.68
Wyoming,2020-04-04,6543,2020-03-28,7790,268518,2.9
Wyoming,2020-04-11,5794,2020-04-04,11212,270013,4.15
Wyoming,2020-04-18,4381,2020-04-11,14302,270013,5.3
Wyoming,2020-04-25,3497,2020-04-18,16566,270013,6.14
Wyoming,2020-05-02,2854,2020-04-25,17521,270013,6.49
Wyoming,2020-05-09,3297,2020-05-02,17928,270013,6.64
Wyoming,2020-05-16,2303,2020-05-09,17335,270013,6.42
Wyoming,2020-05-23,2800,2020-05-16,17631,270013,6.53
Wyoming,2020-05-30,2421,2020-05-23,15853,270013,5.87
Wyoming,2020-06-06,2013,2020-05-30,15552,270013,5.76
Wyoming,2020-06-13,1539,2020-06-06,15371,270013,5.69
Wyoming,2020-06-20,1402,2020-06-13,15070,270013,5.58
Wyoming,2020-06-27,1418,2020-06-20,14494,270013,5.37
Wyoming,2020-07-04,1338,2020-06-27,14048,270013,5.2
Wyoming,2020-07-11,1485,2020-07-04,13711,269607,5.09
Wyoming,2020-07-18,2664,2020-07-11,13497,269604,5.01
Wyoming,2020-07-25,1600,2020-07-18,13023,269604,4.83
Wyoming,2020-08-01,1130,2020-07-25,12854,269604,4.77
Wyoming,2020-08-08,1115,2020-08-01,11320,269604,4.2
Wyoming,2020-08-15,861,2020-08-08,10568,269604,3.92
Wyoming,2020-08-22,963,2020-08-15,9827,269604,3.64
Wyoming,2020-08-29,957,2020-08-22,9146,269604,3.39
Wyoming,2020-09-05,793,2020-08-29,8880,269604,3.29
Wyoming,2020-09-12,697,2020-09-05,7920,269604,2.94
Wyoming,2020-09-19,746,2020-09-12,7860,269604,2.92
Wyoming,2020-09-26,801,2020-09-19,7329,269604,2.72
Wyoming,2020-10-03,759,2020-09-26,6823,269604,2.53
Wyoming,2020-10-10,944,2020-10-03,6501,262767,2.47
Wyoming,2020-10-17,1375,2020-10-10,6011,262767,2.29
Wyoming,2020-10-24,1129,2020-10-17,5793,262767,2.2
Wyoming,2020-10-31,981,2020-10-24,5667,262767,2.16
