State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
New Jersey,2020-01-11,13469,2020-01-04,120461,4015146,3
New Jersey,2020-01-18,10728,2020-01-11,108425,4015146,2.7
New Jersey,2020-01-25,9325,2020-01-18,107082,4015146,2.67
New Jersey,2020-02-01,8304,2020-01-25,110022,4015146,2.74
New Jersey,2020-02-08,9288,2020-02-01,109931,4015146,2.74
New Jersey,2020-02-15,8550,2020-02-08,110016,4015146,2.74
New Jersey,2020-02-22,8396,2020-02-15,109265,4015146,2.72
New Jersey,2020-02-29,7773,2020-02-22,110902,4015146,2.76
New Jersey,2020-03-07,7996,2020-02-29,107646,4015146,2.68
New Jersey,2020-03-14,9467,2020-03-07,104283,4015146,2.6
New Jersey,2020-03-21,115815,2020-03-14,105840,4015146,2.64
New Jersey,2020-03-28,206253,2020-03-21,156181,4015146,3.89
New Jersey,2020-04-04,214836,2020-03-28,276119,4015146,6.88
New Jersey,2020-04-11,141420,2020-04-04,429388,4025826,10.67
New Jersey,2020-04-18,140139,2020-04-11,556005,4025826,13.81
New Jersey,2020-04-25,71966,2020-04-18,621753,4025826,15.44
New Jersey,2020-05-02,88326,2020-04-25,642651,4025826,15.96
New Jersey,2020-05-09,69689,2020-05-02,715433,4025826,17.77
New Jersey,2020-05-16,42365,2020-05-09,601770,4025826,14.95
New Jersey,2020-05-23,34410,2020-05-16,586532,4025826,14.57
New Jersey,2020-05-30,26752,2020-05-23,547913,4025826,13.61
New Jersey,2020-06-06,23166,2020-05-30,559057,4025826,13.89
New Jersey,2020-06-13,26438,2020-06-06,538269,4025826,13.37
New Jersey,2020-06-20,33027,2020-06-13,528173,4025826,13.12
New Jersey,2020-06-27,27992,2020-06-20,519167,4025826,12.9
New Jersey,2020-07-04,47402,2020-06-27,491778,4025826,12.22
New Jersey,2020-07-11,38825,2020-07-04,491296,4034480,12.18
New Jersey,2020-07-18,25932,2020-07-11,476539,4034480,11.81
New Jersey,2020-07-25,28073,2020-07-18,485809,4034480,12.04
New Jersey,2020-08-01,16584,2020-07-25,467370,4034480,11.58
New Jersey,2020-08-08,13837,2020-08-01,426519,4034480,10.57
New Jersey,2020-08-15,25417,2020-08-08,420062,4034480,10.41
New Jersey,2020-08-22,20182,2020-08-15,411019,4034480,10.19
New Jersey,2020-08-29,20348,2020-08-22,410830,4034480,10.18
New Jersey,2020-09-05,22750,2020-08-29,388233,4034480,9.62
New Jersey,2020-09-12,19642,2020-09-05,366673,4034480,9.09
New Jersey,2020-09-19,24680,2020-09-12,353590,4034480,8.76
New Jersey,2020-09-26,27184,2020-09-19,322414,4034480,7.99
New Jersey,2020-10-03,23680,2020-09-26,282981,4034480,7.01
New Jersey,2020-10-10,29031,2020-10-03,249076,4042393,6.16
New Jersey,2020-10-17,28809,2020-10-10,217743,4042393,5.39
New Jersey,2020-10-24,27203,2020-10-17,203663,4042393,5.04
New Jersey,2020-10-31,24703,2020-10-24,179328,4042393,4.44
New Mexico,2020-01-04,799,2019-12-28,10140,796105,1.27
New Mexico,2020-01-11,1194,2020-01-04,10310,799085,1.29
New Mexico,2020-01-18,947,2020-01-11,9920,799085,1.24
New Mexico,2020-01-25,764,2020-01-18,10137,799085,1.27
New Mexico,2020-02-01,784,2020-01-25,10066,799085,1.26
New Mexico,2020-02-08,873,2020-02-01,9965,799085,1.25
New Mexico,2020-02-15,725,2020-02-08,9987,799085,1.25
New Mexico,2020-02-22,737,2020-02-15,10051,799085,1.26
New Mexico,2020-02-29,681,2020-02-22,10039,799085,1.26
New Mexico,2020-03-07,690,2020-02-29,9845,799085,1.23
New Mexico,2020-03-14,869,2020-03-07,9566,799085,1.2
New Mexico,2020-03-21,18105,2020-03-14,9288,799085,1.16
New Mexico,2020-03-28,27849,2020-03-21,20087,799085,2.51
New Mexico,2020-04-04,26132,2020-03-28,44829,799085,5.61
New Mexico,2020-04-11,19043,2020-04-04,62686,802978,7.81
New Mexico,2020-04-18,13621,2020-04-11,80986,802978,10.09
New Mexico,2020-04-25,12093,2020-04-18,94149,802978,11.72
New Mexico,2020-05-02,13675,2020-04-25,96157,802978,11.98
New Mexico,2020-05-09,8024,2020-05-02,101132,802978,12.59
New Mexico,2020-05-16,7356,2020-05-09,103949,802978,12.95
New Mexico,2020-05-23,7058,2020-05-16,108714,802978,13.54
New Mexico,2020-05-30,6672,2020-05-23,105755,802978,13.17
New Mexico,2020-06-06,5290,2020-05-30,104019,802978,12.95
New Mexico,2020-06-13,5111,2020-06-06,102087,802978,12.71
New Mexico,2020-06-20,4945,2020-06-13,100348,802978,12.5
New Mexico,2020-06-27,5083,2020-06-20,95903,802978,11.94
New Mexico,2020-07-04,5666,2020-06-27,96390,802978,12
New Mexico,2020-07-11,6381,2020-07-04,92108,806473,11.42
New Mexico,2020-07-18,7668,2020-07-11,97940,806473,12.14
New Mexico,2020-07-25,7254,2020-07-18,97432,806473,12.08
New Mexico,2020-08-01,5797,2020-07-25,99358,806473,12.32
New Mexico,2020-08-08,5541,2020-08-01,93826,806473,11.63
New Mexico,2020-08-15,5029,2020-08-08,93252,806473,11.56
New Mexico,2020-08-22,4312,2020-08-15,89940,806473,11.15
New Mexico,2020-08-29,3874,2020-08-22,88125,806473,10.93
New Mexico,2020-09-05,3800,2020-08-29,87129,806473,10.8
New Mexico,2020-09-12,3437,2020-09-05,84543,806473,10.48
New Mexico,2020-09-19,3637,2020-09-12,82386,806473,10.22
New Mexico,2020-09-26,3279,2020-09-19,77556,806473,9.62
New Mexico,2020-10-03,3484,2020-09-26,70964,806473,8.8
New Mexico,2020-10-10,4798,2020-10-03,62854,810264,7.76
New Mexico,2020-10-17,4033,2020-10-10,57898,810264,7.15
New Mexico,2020-10-24,4091,2020-10-17,72805,810264,8.99
New Mexico,2020-10-31,4334,2020-10-24,69184,810264,8.54
Nevada,2020-01-04,2264,2019-12-28,20801,1362256,1.53
Nevada,2020-01-11,2792,2020-01-04,19823,1371969,1.44
Nevada,2020-01-18,2451,2020-01-11,19328,1371969,1.41
Nevada,2020-01-25,2101,2020-01-18,19025,1371969,1.39
Nevada,2020-02-01,2286,2020-01-25,19177,1371969,1.4
Nevada,2020-02-08,2794,2020-02-01,19225,1371969,1.4
Nevada,2020-02-15,2543,2020-02-08,19585,1371969,1.43
Nevada,2020-02-22,2052,2020-02-15,19472,1371969,1.42
Nevada,2020-02-29,2324,2020-02-22,20044,1371969,1.46
Nevada,2020-03-07,2309,2020-02-29,19850,1371969,1.45
Nevada,2020-03-14,6356,2020-03-07,19475,1371969,1.42
Nevada,2020-03-21,92298,2020-03-14,19822,1371969,1.44
Nevada,2020-03-28,71942,2020-03-21,58798,1371969,4.29
Nevada,2020-04-04,79285,2020-03-28,131121,1371969,9.56
Nevada,2020-04-11,58641,2020-04-04,189007,1379654,13.7
Nevada,2020-04-18,39496,2020-04-11,231618,1379654,16.79
Nevada,2020-04-25,42541,2020-04-18,274850,1379654,19.92
Nevada,2020-05-02,28550,2020-04-25,303573,1379654,22
Nevada,2020-05-09,21635,2020-05-02,324444,1379654,23.52
Nevada,2020-05-16,17837,2020-05-09,369041,1379654,26.75
Nevada,2020-05-23,15607,2020-05-16,343030,1379654,24.86
Nevada,2020-05-30,11337,2020-05-23,335043,1379654,24.28
Nevada,2020-06-06,10748,2020-05-30,334182,1379654,24.22
Nevada,2020-06-13,10620,2020-06-06,312009,1379654,22.62
Nevada,2020-06-20,10347,2020-06-13,294649,1379654,21.36
Nevada,2020-06-27,11110,2020-06-20,286943,1379654,20.8
Nevada,2020-07-04,12484,2020-06-27,287968,1379654,20.87
Nevada,2020-07-11,14666,2020-07-04,295994,1388109,21.32
Nevada,2020-07-18,15548,2020-07-11,306077,1388109,22.05
Nevada,2020-07-25,18390,2020-07-18,346138,1388109,24.94
Nevada,2020-08-01,13727,2020-07-25,327954,1388109,23.63
Nevada,2020-08-08,17755,2020-08-01,335968,1388109,24.2
Nevada,2020-08-15,10938,2020-08-08,240346,1388109,17.31
Nevada,2020-08-22,8858,2020-08-15,228203,1388109,16.44
Nevada,2020-08-29,8032,2020-08-22,221599,1388109,15.96
Nevada,2020-09-05,7951,2020-08-29,216187,1388109,15.57
Nevada,2020-09-12,8332,2020-09-05,206166,1388109,14.85
Nevada,2020-09-19,8198,2020-09-12,203408,1388109,14.65
Nevada,2020-09-26,7525,2020-09-19,190613,1388109,13.73
Nevada,2020-10-03,7941,2020-09-26,173629,1388109,12.51
Nevada,2020-10-10,8964,2020-10-03,157205,1395097,11.27
Nevada,2020-10-17,8734,2020-10-10,140132,1395097,10.04
Nevada,2020-10-24,9036,2020-10-17,127673,1395097,9.15
Nevada,2020-10-31,8158,2020-10-24,114102,1395097,8.18
New York,2020-01-04,44846,2019-12-28,181668,9351620,1.94
New York,2020-01-11,23314,2020-01-04,184283,9380736,1.96
New York,2020-01-18,17823,2020-01-11,164588,9380736,1.75
New York,2020-01-25,15022,2020-01-18,164044,9380736,1.75
New York,2020-02-01,16545,2020-01-25,165715,9380736,1.77
New York,2020-02-08,15010,2020-02-01,163393,9380736,1.74
New York,2020-02-15,14333,2020-02-08,164111,9380736,1.75
New York,2020-02-22,14144,2020-02-15,163220,9380736,1.74
New York,2020-02-29,31208,2020-02-22,182691,9380736,1.95
New York,2020-03-07,14035,2020-02-29,161892,9380736,1.73
New York,2020-03-14,14272,2020-03-07,158268,9380736,1.69
New York,2020-03-21,79999,2020-03-14,167214,9380736,1.78
New York,2020-03-28,366595,2020-03-21,314710,9380736,3.35
New York,2020-04-04,344451,2020-03-28,712544,9380736,7.6
New York,2020-04-11,394701,2020-04-04,1121191,9408510,11.92
New York,2020-04-18,205184,2020-04-11,1354496,9408510,14.4
New York,2020-04-25,219413,2020-04-18,1616809,9408510,17.18
New York,2020-05-02,195110,2020-04-25,1749571,9408510,18.6
New York,2020-05-09,199419,2020-05-02,1846154,9408510,19.62
New York,2020-05-16,229524,2020-05-09,2142949,9408510,22.78
New York,2020-05-23,189698,2020-05-16,2008463,9408510,21.35
New York,2020-05-30,82326,2020-05-23,1799136,9408510,19.12
New York,2020-06-06,94167,2020-05-30,2204180,9408510,23.43
New York,2020-06-13,95559,2020-06-06,1958856,9408510,20.82
New York,2020-06-20,89299,2020-06-13,1837451,9408510,19.53
New York,2020-06-27,90083,2020-06-20,1722331,9408510,18.31
New York,2020-07-04,94108,2020-06-27,1712394,9408510,18.2
New York,2020-07-11,91898,2020-07-04,1611075,9429101,17.09
New York,2020-07-18,88402,2020-07-11,1614871,9429101,17.13
New York,2020-07-25,85294,2020-07-18,1634649,9429101,17.34
New York,2020-08-01,74187,2020-07-25,1658500,9429101,17.59
New York,2020-08-08,52794,2020-08-01,1519433,9429101,16.11
New York,2020-08-15,62698,2020-08-08,1456038,9429101,15.44
New York,2020-08-22,62683,2020-08-15,1428613,9429101,15.15
New York,2020-08-29,63366,2020-08-22,1406935,9429101,14.92
New York,2020-09-05,64734,2020-08-29,1411187,9429101,14.97
New York,2020-09-12,61897,2020-09-05,1291952,9429101,13.7
New York,2020-09-19,69790,2020-09-12,1294494,9429101,13.73
New York,2020-09-26,64678,2020-09-19,1046997,9429101,11.1
New York,2020-10-03,64156,2020-09-26,944007,9429101,10.01
New York,2020-10-10,66385,2020-10-03,723770,9443613,7.66
New York,2020-10-17,54890,2020-10-10,616176,9443613,6.52
New York,2020-10-24,51599,2020-10-17,580124,9443613,6.14
New York,2020-10-31,45716,2020-10-24,523696,9443613,5.55
Ohio,2020-01-04,10759,2019-12-28,73287,5327431,1.38
Ohio,2020-01-11,9957,2020-01-04,78391,5338723,1.47
Ohio,2020-01-18,7865,2020-01-11,72855,5338723,1.36
Ohio,2020-01-25,8086,2020-01-18,72002,5338723,1.35
Ohio,2020-02-01,7329,2020-01-25,72622,5338723,1.36
Ohio,2020-02-08,6825,2020-02-01,71442,5338723,1.34
Ohio,2020-02-15,6532,2020-02-08,71214,5338723,1.33
Ohio,2020-02-22,6208,2020-02-15,70924,5338723,1.33
Ohio,2020-02-29,9916,2020-02-22,70655,5338723,1.32
Ohio,2020-03-07,6545,2020-02-29,73123,5338723,1.37
Ohio,2020-03-14,7046,2020-03-07,68516,5338723,1.28
Ohio,2020-03-21,196309,2020-03-14,68323,5338723,1.28
Ohio,2020-03-28,274288,2020-03-21,214273,5338723,4.01
Ohio,2020-04-04,226191,2020-03-28,450061,5338723,8.43
Ohio,2020-04-11,159317,2020-04-04,622669,5346565,11.65
Ohio,2020-04-18,109830,2020-04-11,717842,5346565,13.43
Ohio,2020-04-25,93599,2020-04-18,777214,5346565,14.54
Ohio,2020-05-02,61487,2020-04-25,759336,5346565,14.2
Ohio,2020-05-09,52253,2020-05-02,740738,5346565,13.85
Ohio,2020-05-16,46855,2020-05-09,696376,5346565,13.02
Ohio,2020-05-23,42575,2020-05-16,625781,5346565,11.7
Ohio,2020-05-30,35069,2020-05-23,554132,5346565,10.36
Ohio,2020-06-06,36151,2020-05-30,519409,5346565,9.71
Ohio,2020-06-13,33133,2020-06-06,477842,5346565,8.94
Ohio,2020-06-20,34915,2020-06-13,450674,5346565,8.43
Ohio,2020-06-27,35904,2020-06-20,431377,5346565,8.07
Ohio,2020-07-04,33826,2020-06-27,416709,5346565,7.79
Ohio,2020-07-11,35743,2020-07-04,416188,5352988,7.77
Ohio,2020-07-18,30308,2020-07-11,410266,5352988,7.66
Ohio,2020-07-25,28022,2020-07-18,406148,5352988,7.59
Ohio,2020-08-01,26045,2020-07-25,388122,5352988,7.25
Ohio,2020-08-08,21074,2020-08-01,356365,5352988,6.66
Ohio,2020-08-15,21747,2020-08-08,340815,5352988,6.37
Ohio,2020-08-22,19090,2020-08-15,324244,5352988,6.06
Ohio,2020-08-29,18778,2020-08-22,318544,5352988,5.95
Ohio,2020-09-05,18084,2020-08-29,305242,5352988,5.7
Ohio,2020-09-12,16375,2020-09-05,295814,5352988,5.53
Ohio,2020-09-19,17601,2020-09-12,293101,5352988,5.48
Ohio,2020-09-26,17969,2020-09-19,261033,5352988,4.88
Ohio,2020-10-03,18634,2020-09-26,238764,5352988,4.46
Ohio,2020-10-10,20085,2020-10-03,209390,5359821,3.91
Ohio,2020-10-17,17671,2020-10-10,186651,5359821,3.48
Ohio,2020-10-24,17587,2020-10-17,169784,5359821,3.17
Ohio,2020-10-31,21353,2020-10-24,162997,5359821,3.04
Oklahoma,2020-01-04,2943,2019-12-28,18080,1560077,1.16
Oklahoma,2020-01-11,2034,2020-01-04,19387,1565634,1.24
Oklahoma,2020-01-18,1981,2020-01-11,17467,1565634,1.12
Oklahoma,2020-01-25,1830,2020-01-18,17291,1565634,1.1
Oklahoma,2020-02-01,1779,2020-01-25,17451,1565634,1.11
Oklahoma,2020-02-08,1715,2020-02-01,17757,1565634,1.13
Oklahoma,2020-02-15,1633,2020-02-08,17513,1565634,1.12
Oklahoma,2020-02-22,1509,2020-02-15,17269,1565634,1.1
Oklahoma,2020-02-29,1458,2020-02-22,16929,1565634,1.08
Oklahoma,2020-03-07,1569,2020-02-29,17067,1565634,1.09
Oklahoma,2020-03-14,1836,2020-03-07,16482,1565634,1.05
Oklahoma,2020-03-21,21926,2020-03-14,16854,1565634,1.08
Oklahoma,2020-03-28,47744,2020-03-21,25268,1565634,1.61
Oklahoma,2020-04-04,60534,2020-03-28,55029,1565634,3.51
Oklahoma,2020-04-11,54481,2020-04-04,88330,1568967,5.63
Oklahoma,2020-04-18,46696,2020-04-11,112311,1568967,7.16
Oklahoma,2020-04-25,52500,2020-04-18,134550,1568967,8.58
Oklahoma,2020-05-02,93885,2020-04-25,154671,1568967,9.86
Oklahoma,2020-05-09,39079,2020-05-02,178122,1568967,11.35
Oklahoma,2020-05-16,33440,2020-05-09,135229,1568967,8.62
Oklahoma,2020-05-23,43714,2020-05-16,139196,1568967,8.87
Oklahoma,2020-05-30,60376,2020-05-23,172309,1568967,10.98
Oklahoma,2020-06-06,77525,2020-05-30,156795,1568967,9.99
Oklahoma,2020-06-13,84779,2020-06-06,173361,1568967,11.05
Oklahoma,2020-06-20,58613,2020-06-13,182191,1568967,11.61
Oklahoma,2020-06-27,18405,2020-06-20,165298,1568967,10.54
Oklahoma,2020-07-04,9423,2020-06-27,131034,1568967,8.35
Oklahoma,2020-07-11,9680,2020-07-04,131932,1570740,8.4
Oklahoma,2020-07-18,9879,2020-07-11,127134,1570740,8.09
Oklahoma,2020-07-25,8927,2020-07-18,127617,1570740,8.12
Oklahoma,2020-08-01,6609,2020-07-25,123121,1570740,7.84
Oklahoma,2020-08-08,5687,2020-08-01,129971,1570740,8.27
Oklahoma,2020-08-15,6561,2020-08-08,123305,1570740,7.85
Oklahoma,2020-08-22,6064,2020-08-15,122513,1570740,7.8
Oklahoma,2020-08-29,6019,2020-08-22,119571,1570740,7.61
Oklahoma,2020-09-05,6602,2020-08-29,118719,1570740,7.56
Oklahoma,2020-09-12,5596,2020-09-05,110907,1570740,7.06
Oklahoma,2020-09-19,5434,2020-09-12,104908,1570740,6.68
Oklahoma,2020-09-26,5258,2020-09-19,97912,1570740,6.23
Oklahoma,2020-10-03,5780,2020-09-26,88127,1570740,5.61
Oklahoma,2020-10-10,5531,2020-10-03,82382,1569855,5.25
Oklahoma,2020-10-17,5277,2020-10-10,73321,1569855,4.67
Oklahoma,2020-10-24,5015,2020-10-17,67861,1569855,4.32
Oklahoma,2020-10-31,4953,2020-10-24,59138,1569855,3.77
Oregon,2020-01-04,6714,2019-12-28,35451,1898680,1.87
Oregon,2020-01-11,6215,2020-01-04,36039,1906429,1.89
Oregon,2020-01-18,4051,2020-01-11,31604,1906429,1.66
Oregon,2020-01-25,4457,2020-01-18,32306,1906429,1.69
Oregon,2020-02-01,4853,2020-01-25,31876,1906429,1.67
Oregon,2020-02-08,4953,2020-02-01,31658,1906429,1.66
Oregon,2020-02-15,4284,2020-02-08,31167,1906429,1.63
Oregon,2020-02-22,3514,2020-02-15,30548,1906429,1.6
Oregon,2020-02-29,3936,2020-02-22,30165,1906429,1.58
Oregon,2020-03-07,4154,2020-02-29,29517,1906429,1.55
Oregon,2020-03-14,4269,2020-03-07,29002,1906429,1.52
Oregon,2020-03-21,30054,2020-03-14,30523,1906429,1.6
Oregon,2020-03-28,47498,2020-03-21,63930,1906429,3.35
Oregon,2020-04-04,62788,2020-03-28,118729,1906429,6.23
Oregon,2020-04-11,54581,2020-04-04,176154,1914153,9.2
Oregon,2020-04-18,37209,2020-04-11,217039,1914153,11.34
Oregon,2020-04-25,49300,2020-04-18,284486,1914153,14.86
Oregon,2020-05-02,48120,2020-04-25,308989,1914153,16.14
Oregon,2020-05-09,33936,2020-05-02,309543,1914153,16.17
Oregon,2020-05-16,23539,2020-05-09,290151,1914153,15.16
Oregon,2020-05-23,28452,2020-05-16,293081,1914153,15.31
Oregon,2020-05-30,20565,2020-05-23,256759,1914153,13.41
Oregon,2020-06-06,24508,2020-05-30,275768,1914153,14.41
Oregon,2020-06-13,24645,2020-06-06,251869,1914153,13.16
Oregon,2020-06-20,16274,2020-06-13,224476,1914153,11.73
Oregon,2020-06-27,11195,2020-06-20,216513,1914153,11.31
Oregon,2020-07-04,10343,2020-06-27,203600,1914153,10.64
Oregon,2020-07-11,11713,2020-07-04,206756,1921964,10.76
Oregon,2020-07-18,10152,2020-07-11,196415,1921964,10.22
Oregon,2020-07-25,9417,2020-07-18,190993,1921964,9.94
Oregon,2020-08-01,7275,2020-07-25,189136,1921964,9.84
Oregon,2020-08-08,6505,2020-08-01,175153,1921964,9.11
Oregon,2020-08-15,5233,2020-08-08,169905,1921964,8.84
Oregon,2020-08-22,5152,2020-08-15,164103,1921964,8.54
Oregon,2020-08-29,5114,2020-08-22,158480,1921964,8.25
Oregon,2020-09-05,5228,2020-08-29,154413,1921964,8.03
Oregon,2020-09-12,4804,2020-09-05,139312,1921964,7.25
Oregon,2020-09-19,8055,2020-09-12,154948,1921964,8.06
Oregon,2020-09-26,5738,2020-09-19,152643,1921964,7.94
Oregon,2020-10-03,4408,2020-09-26,127675,1921964,6.64
Oregon,2020-10-10,4773,2020-10-03,115121,1928744,5.97
Oregon,2020-10-17,4767,2020-10-10,103211,1928744,5.35
Oregon,2020-10-24,4529,2020-10-17,95814,1928744,4.97
Oregon,2020-10-31,4020,2020-10-24,87170,1928744,4.52
Pennsylvania,2020-01-04,27298,2019-12-28,135411,5787653,2.34
Pennsylvania,2020-01-11,26356,2020-01-04,163882,5800562,2.83
Pennsylvania,2020-01-18,16218,2020-01-11,142326,5800562,2.45
Pennsylvania,2020-01-25,13359,2020-01-18,140027,5800562,2.41
Pennsylvania,2020-02-01,15893,2020-01-25,135951,5800562,2.34
Pennsylvania,2020-02-08,14425,2020-02-01,142004,5800562,2.45
Pennsylvania,2020-02-15,13583,2020-02-08,136149,5800562,2.35
Pennsylvania,2020-02-22,12631,2020-02-15,142306,5800562,2.45
Pennsylvania,2020-02-29,12045,2020-02-22,135095,5800562,2.33
Pennsylvania,2020-03-07,12227,2020-02-29,136931,5800562,2.36
Pennsylvania,2020-03-14,15439,2020-03-07,128842,5800562,2.22
Pennsylvania,2020-03-21,363000,2020-03-14,128029,5800562,2.21
Pennsylvania,2020-03-28,374056,2020-03-21,135708,5800562,2.34
Pennsylvania,2020-04-04,239077,2020-03-28,566464,5800562,9.77
Pennsylvania,2020-04-11,172733,2020-04-04,614196,5814461,10.56
Pennsylvania,2020-04-18,124633,2020-04-11,1074660,5814461,18.48
Pennsylvania,2020-04-25,82414,2020-04-18,915249,5814461,15.74
Pennsylvania,2020-05-02,58240,2020-04-25,1233299,5814461,21.21
Pennsylvania,2020-05-09,50299,2020-05-02,1049464,5814461,18.05
Pennsylvania,2020-05-16,41673,2020-05-09,1008886,5814461,17.35
Pennsylvania,2020-05-23,55374,2020-05-16,907252,5814461,15.6
Pennsylvania,2020-05-30,42266,2020-05-23,1019571,5814461,17.54
Pennsylvania,2020-06-06,45049,2020-05-30,846788,5814461,14.56
Pennsylvania,2020-06-13,44341,2020-06-06,913810,5814461,15.72
Pennsylvania,2020-06-20,42577,2020-06-13,748874,5814461,12.88
Pennsylvania,2020-06-27,45261,2020-06-20,809609,5814461,13.92
Pennsylvania,2020-07-04,44086,2020-06-27,651160,5814461,11.2
Pennsylvania,2020-07-11,44798,2020-07-04,815282,5827122,13.99
Pennsylvania,2020-07-18,37986,2020-07-11,670901,5827122,11.51
Pennsylvania,2020-07-25,35808,2020-07-18,753353,5827122,12.93
Pennsylvania,2020-08-01,29371,2020-07-25,633057,5827122,10.86
Pennsylvania,2020-08-08,27094,2020-08-01,673093,5827122,11.55
Pennsylvania,2020-08-15,25584,2020-08-08,593016,5827122,10.18
Pennsylvania,2020-08-22,27510,2020-08-15,629881,5827122,10.81
Pennsylvania,2020-08-29,24883,2020-08-22,561665,5827122,9.64
Pennsylvania,2020-09-05,22626,2020-08-29,582821,5827122,10
Pennsylvania,2020-09-12,21747,2020-09-05,542128,5827122,9.3
Pennsylvania,2020-09-19,22762,2020-09-12,541280,5827122,9.29
Pennsylvania,2020-09-26,22955,2020-09-19,482699,5827122,8.28
Pennsylvania,2020-10-03,19844,2020-09-26,447940,5827122,7.69
Pennsylvania,2020-10-10,20251,2020-10-03,399193,5764460,6.93
Pennsylvania,2020-10-17,19223,2020-10-10,363487,5764460,6.31
Pennsylvania,2020-10-24,19974,2020-10-17,334369,5764460,5.8
Pennsylvania,2020-10-31,23742,2020-10-24,310150,5764460,5.38
Puerto Rico,2020-01-04,853,2019-12-28,17194,848044,2.03
Puerto Rico,2020-01-11,836,2020-01-04,15746,852292,1.85
Puerto Rico,2020-01-18,3124,2020-01-11,22291,852292,2.62
Puerto Rico,2020-01-25,2335,2020-01-18,22725,852292,2.67
Puerto Rico,2020-02-01,1998,2020-01-25,23857,852292,2.8
Puerto Rico,2020-02-08,1770,2020-02-01,23157,852292,2.72
Puerto Rico,2020-02-15,1588,2020-02-08,21114,852292,2.48
Puerto Rico,2020-02-22,1390,2020-02-15,20765,852292,2.44
Puerto Rico,2020-02-29,1296,2020-02-22,19480,852292,2.29
Puerto Rico,2020-03-07,1343,2020-02-29,18657,852292,2.19
Puerto Rico,2020-03-14,1172,2020-03-07,18704,852292,2.19
Puerto Rico,2020-03-21,20148,2020-03-14,15239,852292,1.79
Puerto Rico,2020-03-28,45394,2020-03-21,19230,852292,2.26
Puerto Rico,2020-04-04,66555,2020-03-28,49669,852292,5.83
Puerto Rico,2020-04-11,42074,2020-04-04,86474,856124,10.1
Puerto Rico,2020-04-18,26481,2020-04-11,109672,856124,12.81
Puerto Rico,2020-04-25,17286,2020-04-18,153421,856124,17.92
Puerto Rico,2020-05-02,21886,2020-04-25,145140,856124,16.95
Puerto Rico,2020-05-09,15067,2020-05-02,164034,856124,19.16
Puerto Rico,2020-05-16,10923,2020-05-09,152823,856124,17.85
Puerto Rico,2020-05-23,13521,2020-05-16,194272,856124,22.69
Puerto Rico,2020-05-30,7236,2020-05-23,162538,856124,18.99
Puerto Rico,2020-06-06,8820,2020-05-30,180722,856124,21.11
Puerto Rico,2020-06-13,8097,2020-06-06,175974,856124,20.55
Puerto Rico,2020-06-20,9160,2020-06-13,196503,856124,22.95
Puerto Rico,2020-06-27,10228,2020-06-20,217712,856124,25.43
Puerto Rico,2020-07-04,11257,2020-06-27,229039,856124,26.75
Puerto Rico,2020-07-11,7945,2020-07-04,223340,859886,25.97
Puerto Rico,2020-07-18,7017,2020-07-11,211358,859886,24.58
Puerto Rico,2020-07-25,6715,2020-07-18,202321,859886,23.53
Puerto Rico,2020-08-01,2253,2020-07-25,164500,859886,19.13
Puerto Rico,2020-08-08,5854,2020-08-01,186239,859886,21.66
Puerto Rico,2020-08-15,2990,2020-08-08,164841,859886,19.17
Puerto Rico,2020-08-22,2356,2020-08-15,138142,859886,16.07
Puerto Rico,2020-08-29,1825,2020-08-22,143792,859886,16.72
Puerto Rico,2020-09-05,1374,2020-08-29,121281,859886,14.1
Puerto Rico,2020-09-12,1185,2020-09-05,121202,859886,14.1
Puerto Rico,2020-09-19,1149,2020-09-12,110490,859886,12.85
Puerto Rico,2020-09-26,763,2020-09-19,105030,859886,12.21
Puerto Rico,2020-10-03,1265,2020-09-26,90705,859886,10.55
Puerto Rico,2020-10-10,1346,2020-10-03,80474,861782,9.34
Puerto Rico,2020-10-17,1249,2020-10-10,63740,861782,7.4
Puerto Rico,2020-10-24,1200,2020-10-17,65498,861782,7.6
Puerto Rico,2020-10-31,1231,2020-10-24,59108,861782,6.86
Rhode Island,2020-01-04,1972,2019-12-28,12109,471911,2.57
Rhode Island,2020-01-11,1817,2020-01-04,12299,472874,2.6
Rhode Island,2020-01-18,1194,2020-01-11,10987,472874,2.32
Rhode Island,2020-01-25,1048,2020-01-18,10750,472874,2.27
Rhode Island,2020-02-01,971,2020-01-25,11042,472874,2.34
Rhode Island,2020-02-08,959,2020-02-01,11051,472874,2.34
Rhode Island,2020-02-15,996,2020-02-08,11164,472874,2.36
Rhode Island,2020-02-22,1921,2020-02-15,11199,472874,2.37
Rhode Island,2020-02-29,874,2020-02-22,12384,472874,2.62
Rhode Island,2020-03-07,700,2020-02-29,11130,472874,2.35
Rhode Island,2020-03-14,1108,2020-03-07,10692,472874,2.26
Rhode Island,2020-03-21,35847,2020-03-14,10857,472874,2.3
Rhode Island,2020-03-28,27800,2020-03-21,31847,472874,6.73
Rhode Island,2020-04-04,28243,2020-03-28,56038,472874,11.85
Rhode Island,2020-04-11,22509,2020-04-04,70935,473597,14.98
Rhode Island,2020-04-18,18078,2020-04-11,79140,473597,16.71
Rhode Island,2020-04-25,13084,2020-04-18,96663,473597,20.41
Rhode Island,2020-05-02,9088,2020-04-25,97573,473597,20.6
